"","zfin_id_symbol","Mouse.Symbol"
"17881","btbd16","Btbd35f23"
"17882","btbd16","Btbd35f15"
"178831","btbd16","Btbd35f14"
"17884","btbd16","Btbd35f13"
"178851","btbd16","Btbd35f12"
"17886","btbd16","Btbd35f10"
"178871","btbd16","Btbd35f18"
"17888","btbd16","Btbd35f27"
"17889","btbd16","Btbd35f19"
"178901","btbd16","Btbd35f20"
"178911","btbd16","Btbd35f26"
"17892","btbd16","Btbd35f16"
"17893","btbd16","Btbd35f17"
"178941","btbd16","Btbd35f9"
"17895","btbd16","Btbd35f11"
"178961","btbd16","Btbd35f3"
"17897","btbd16","Btbd35f4"
"178981","btbd16","Btbd35f8"
"17899","btbd16","Btbd35f7"
"179001","btbd16","Btbd35f6"
"17901","btbd16","Btbd35f5"
"179021","btbd16","Btbd35f25"
"17903","btbd16","Btbd35f1"
"179041","btbd16","Btbd35f2"
"17905","btbd16","Btbd35f30"
"179061","btbd16","Btbd35f29"
"17907","btbd16","Btbd35f28"
"179081","btbd16","Btbd35f22"
"17909","btbd16","Btbd35f21"
"179101","btbd16","4933402N03Rik"
"17911","or128-1",""
"179121","zgc:153157",""
"17913","SHLD2","Shld2"
"179151","abhd17c",""
"17916","pimr167",""
"179171","CU856621.1",""
"17918","abhd5b",""
"179201","or126-1",""
"179211","p4ha1b","P4ha1"
"17923","","AU021092"
"17924","nfya","Nfya"
"179251","si:ch211-250n8.1",""
"179271","BX539321.1",""
"17928","si:ch211-234c11.3",""
"179311","BX890608.1",""
"179361","si:ch211-212d10.1",""
"179381","rassf2b","Rassf2"
"179401","faah",""
"17941","BX548044.3",""
"179421","znf1036",""
"17943","tradv23.0.1",""
"179441","pnck",""
"17947","pimr144",""
"17948","gpr132a",""
"179511","trim63b",""
"17953","BX510989.1",""
"179591","si:ch1073-441p17.1",""
"179601","sdad1","Sdad1"
"179621","zgc:193505",""
"179631","fynb",""
"17964","tradv24.0.4",""
"17966","ppt2","Ppt2"
"179671","mast1b","Mast1"
"179681","si:ch211-76l23.4",""
"179701","CU207238.1",""
"17971","si:ch211-210g13.5",""
"17973","si:ch73-105b23.1",""
"179761","CR354588.1",""
"179781","si:dkey-183p4.10",""
"17979","si:ch73-168d20.1",""
"179801","si:ch211-194p6.10",""
"17981","bpifcl",""
"179821","lhfpl4b",""
"17983","itm2cb","Itm2c"
"179851","slc6a22.1",""
"17986","flr","Ttc30b"
"179871","flr","Ttc30a2"
"179881","flr","Ttc30a1"
"179891","pjvk","Gsdmc"
"179901","pjvk","Gsdmd"
"17991","pjvk","Gsdma3"
"17992","pjvk","Gsdmc4"
"179931","pjvk","Gsdmc3"
"17994","pjvk","Gsdmc2"
"179951","pjvk","Gsdma"
"179961","pjvk","Gsdma2"
"17997","clic4","Clic4"
"179981","si:ch73-186j5.2",""
"17999","pimr55",""
"180021","zgc:195075",""
"180031","rad51","Rad51"
"180051","si:ch211-262i1.6","Fam174c"
"180071","si:dkey-40m6.8","Lmtk3"
"180091","ganc","AL935121.1"
"180111","GTPBP8","Gtpbp8"
"180131","BX908386.3",""
"180171","ARHGEF17","Arhgef17"
"18018","si:ch211-238e22.5",""
"180191","pole","Pole"
"18020","nsun6","Nsun6"
"180231","sp100.1",""
"18024","phc3",""
"180251","si:dkeyp-75h12.7",""
"18030","si:dkey-71d15.2",""
"18032","rps6ka1","Rps6ka1"
"18035","urgcp","Urgcp"
"18037","tank",""
"18038","pabpc1b",""
"18040","tradv25.0.3",""
"180441","tmem119a",""
"18045","tradv24.0.5",""
"18047","eif2b1","Eif2b1"
"18049","BX294100.1",""
"180501","polr2d","Polr2d"
"18053","CT573256.1",""
"180541","CU570889.1",""
"180561","si:dkey-204a24.11","Urgcp"
"180571","si:ch211-238e22.2",""
"18060","FP074902.1",""
"180611","htr3a","Htr3a"
"18062","si:ch211-191d15.2",""
"180631","BX897741.1",""
"18064","CU856621.2",""
"18066","armc10","Bhlhb9"
"180671","armc10","Gprasp2"
"18068","armc10","Armcx4"
"180691","armc10","Armcx1"
"18070","armc10","Armcx3"
"180711","armc10","Armc12"
"180721","armc10","Armcx5"
"18073","armc10","Armcx6"
"180741","armc10","Armcx2"
"18075","armc10","Gprasp1"
"180761","taar20c",""
"18077","becn1","Gm38100"
"18079","zgc:123217","Prss46"
"180801","zgc:123217","Prss42"
"18081","zgc:123217","Prss32"
"180821","zgc:123217","Prss48"
"180831","zgc:123217","Prss33"
"180841","zgc:123217","Prss34"
"18085","zgc:123217","Prss47"
"18086","zgc:123217","Prss40"
"18087","zgc:123217","Prss39"
"180881","zgc:123217","Klk15"
"18089","BX323074.1",""
"180901","si:ch211-238e22.4",""
"18091","znf1146",""
"180921","si:ch73-215f7.1",""
"18093","AL953903.1",""
"18095","CR293532.1",""
"180961","BX530407.1",""
"180971","si:ch211-262h13.5",""
"18098","BX255917.1",""
"181011","taar20c1",""
"18102","CR391963.2",""
"181051","BX890548.1",""
"18106","BX530407.8",""
"18109","CR555293.1",""
"181101","c3b.1","C3"
"18111","taar20o",""
"181121","tmem244",""
"18113","si:dkeyp-117b11.3",""
"18115","cirbpb",""
"181161","AL954142.1",""
"18117","si:dkey-36i7.3",""
"18119","col6a2","Col6a2"
"18121","si:ch211-212k18.13",""
"18123","taar20t",""
"18125","actc1c",""
"18128","lipia","Liph"
"181291","BX510989.2",""
"181311","YIPF5","Yipf5"
"18132","AL845419.1",""
"181331","alg1","Alg1"
"181341","casp23","Casp4"
"18135","BX255967.1",""
"18137","si:ch211-37e10.1","Phf7"
"18140","l3mbtl3","L3mbtl3"
"18142","si:ch211-214p13.9",""
"18144","znf1152",""
"181451","skap1","Skap1"
"181461","rmdn3","Rmdn3"
"181471","zgc:153681","Nxf2"
"18148","zgc:153681","Nxf1"
"18149","zgc:153681","Nxf7"
"181501","zgc:153681","Nxf3"
"181511","si:dkey-40n15.1",""
"181551","epcam","Tacstd2"
"181571","si:dkey-45h7.1",""
"18158","BX530407.5",""
"181591","rab42a","Rab39"
"18160","zgc:171775",""
"18162","aldoab","Aldoart1"
"181631","aldoab","Aldoart2"
"18166","si:ch211-244e12.7",""
"18168","oxa1l","Oxa1l"
"181691","CR847968.1",""
"181711","si:ch73-223f5.1",""
"181731","si:dkey-21a6.5",""
"181751","BX530407.3",""
"18176","rab1ab","Rab1b"
"181771","irx4b",""
"18178","or127-1",""
"18180","si:ch211-238e22.8",""
"18182","guca1g",""
"18184","si:ch73-223f5.2",""
"181851","tnnt2d",""
"181871","znf1071",""
"18188","CR293502.1",""
"181891","uck1","Uck1"
"18191","CR383672.1",""
"18192","zgc:101810",""
"18194","adgrf11","Adgrf1"
"18196","slc51a",""
"181971","zgc:101566",""
"181991","BX569779.1",""
"182001","valopb",""
"18202","pimr60",""
"182031","FP074902.6",""
"18206","BX001014.1",""
"182071","si:ch211-244o22.2","Cdca2"
"182081","AL953903.3",""
"182091","CR751602.2",""
"18212","irx1b",""
"18215","zgc:63568",""
"182161","si:ch211-168b3.2",""
"182191","sgms2b","Sgms2"
"18222","BX004770.1",""
"182231","zgc:152863",""
"18226","hemgn",""
"18229","rps6kal","Rps6ka6"
"182301","zgc:171927",""
"182311","ftr59",""
"18233","si:ch211-166a6.5",""
"182341","tradv23.0.2",""
"18235","CU695141.2",""
"18240","pdcd11","Pdcd11"
"18241","si:ch211-243g18.2",""
"18242","ccdc171",""
"182431","kat5a",""
"18244","adh8b",""
"18246","si:ch211-195m9.3",""
"18248","CR790368.1",""
"182491","si:dkey-57k2.7","Gm14685"
"182501","si:dkey-57k2.7","Gm5936"
"182511","si:dkey-57k2.7","Gm5640"
"18252","si:dkey-57k2.7","DXBay18"
"182531","si:dkey-57k2.7","Pwwp3b"
"18254","si:dkey-57k2.7","Pwwp3a"
"18255","si:ch211-67f24.7",""
"182581","si:ch211-229l10.11",""
"182621","si:ch1073-166e24.4",""
"18264","zgc:153292","Thap2"
"18265","zgc:153292","Arl14epl"
"182681","si:ch1073-296i8.2","Trex2"
"18269","si:ch1073-296i8.2","Trex1"
"182701","rs1a",""
"182711","or121-1",""
"182721","si:dkey-171c9.3",""
"182771","or122-1",""
"18279","chkb","Gm44502"
"18281","BX248118.1",""
"182841","si:dkey-25o16.4",""
"18285","slain1a",""
"18288","si:ch211-42i9.8","Fnip2"
"182891","tmem125b","Tmem125"
"18290","si:ch211-195b15.7",""
"182911","si:dkey-56e3.2",""
"18294","zgc:113142",""
"18297","BX901962.2",""
"18300","znf1093",""
"183011","map2",""
"18303","CR848791.3",""
"183041","BX323590.4",""
"18305","rab38c",""
"18307","si:zfos-364h11.2",""
"18308","ccdc3b",""
"18310","tuft1b",""
"18314","si:dkey-264d12.1",""
"183181","si:dkey-42p14.6",""
"18319","si:ch211-42i6.2",""
"183201","si:ch73-280o22.2",""
"18323","nrxn1a",""
"183241","BX511018.2",""
"183261","si:dkey-42p14.3","Efcab10"
"183311","trmo","Trmo"
"18332","si:ch211-217k17.12",""
"183331","BX511018.1",""
"183351","si:dkey-65j6.2",""
"18338","ADGRL2","Adgrl2"
"183391","BX510920.2",""
"183401","usp21","Usp21"
"18341","BX942819.3",""
"18342","BX530407.7",""
"183431","si:ch211-229l10.4",""
"18347","tradv25.0.4",""
"18349","tradv27.0",""
"18351","nkl.4",""
"183521","si:ch211-208h16.4","Fkbp15"
"183531","taar20n",""
"18354","tradv28.0",""
"18358","b3gnt2l","B3gnt8"
"183591","pimr61",""
"183601","si:ch211-229l10.9",""
"18361","CR545469.1",""
"183621","BX248238.2",""
"183651","adgrl2b.1","Adgrl2"
"183661","taar20j",""
"183671","BX248331.2",""
"183681","ISCU","Iscu"
"18369","BX088696.2",""
"183701","trim35-29",""
"18371","si:ch211-223a10.1",""
"183721","BX936415.1",""
"18377","tradv29.0",""
"18381","tradv30.0.1",""
"183821","si:ch211-193k19.1","AU040320"
"18383","muc5.2","Muc5b"
"183841","tnfrsf9b",""
"183851","si:ch73-359m17.2",""
"18386","znf1069",""
"183881","CR548622.3",""
"18389","tradv31.0",""
"183901","mamdc2b","Mamdc4"
"183921","CR956623.1","Acbd5"
"18395","si:dkey-122c11.7",""
"18397","tradv23.1.4",""
"18401","ice2","Ice2"
"184021","si:dkey-40j3.3",""
"18403","zgc:162160",""
"184041","fam83e","Fam83f"
"184061","BX950194.1",""
"184101","si:ch1073-398f15.1","Cmya5"
"18413","kmt2ba",""
"18414","si:dkey-78p8.1","Etaa1"
"184151","CR589944.2",""
"18416","adgrf7","Adgrf1"
"184171","crb3b",""
"18418","gc2",""
"184201","BX530407.6",""
"18421","cplx2",""
"184221","si:dkey-264d12.4","Emp3"
"184241","CU468917.1",""
"18425","znf1165",""
"184261","pimr62",""
"18427","si:ch211-276a23.5","Lvrn"
"18429","si:ch211-163l21.11",""
"184301","arhgap20",""
"18431","CR589944.1",""
"184321","tradv30.0.6",""
"18433","myh7bb",""
"184341","si:dkey-264d12.5",""
"18436","zgc:174703",""
"184371","crybb1l2",""
"18438","foxe3","Foxe1"
"184421","zgc:152658",""
"184431","CR788226.1",""
"18444","stam","Stam"
"18446","si:ch211-160o17.4","Hipk1"
"184471","si:dkey-201c13.2",""
"18448","slc10a2","Slc10a2"
"184491","CU329666.1",""
"184521","FP236789.2",""
"184531","sp100.2",""
"18456","dre-let-7a-1","Mir98"
"184571","zgc:195245",""
"184591","BX510934.2",""
"184611","FAM107A","Fam107a"
"18462","si:ch211-283g2.3",""
"184631","si:dkey-84k17.2",""
"184651","tgm1l1","Tgm1"
"18466","prss56","5430401F13Rik"
"184671","prss56","Gm6619"
"184691","BX255897.2",""
"18472","ppp1r14ba","Ppp1r14bl"
"184761","osbpl3b","Osbpl3"
"18477","BX255897.1",""
"184781","or116-1",""
"18481","fdx1",""
"184841","si:dkey-34f9.3",""
"18485","or116-2",""
"18487","BX571942.1",""
"184881","gtf2h3","Gtf2h3"
"18489","si:dkey-88n24.6",""
"18491","si:ch211-37e10.2","Nell2"
"184921","CU694952.1",""
"18497","sp100.3",""
"185001","tradv23.3.8",""
"18503","si:dkey-234i14.2",""
"18505","si:ch211-132b12.7",""
"185061","rab11al",""
"18507","tradv36.2.12",""
"18509","dnase1l4.2",""
"185101","BX571811.2",""
"185111","tradv40.0",""
"18512","CR391915.1",""
"18514","BX530037.4",""
"185171","si:dkey-76d14.2","5430401F13Rik"
"18518","si:dkey-76d14.2","Gm6619"
"185191","si:dkey-76d14.2","Prss56"
"18522","si:dkey-88n24.3",""
"185231","si:dkey-10c21.1",""
"18525","si:ch211-149k12.3",""
"185261","MAN1C1","Man1c1"
"18529","BX927349.1",""
"185301","si:dkey-224e22.2","Glb1l3"
"18531","si:dkey-224e22.2","Glb1l2"
"185321","si:dkey-224e22.2","Gm1110"
"18533","rcc1","Rcc1"
"185361","si:ch211-147k10.5","Prr5l"
"18538","si:ch73-29l19.1",""
"185391","BX530721.1",""
"185411","BX901962.3",""
"18542","mkrn2os.2","Mkrn2os"
"185431","or117-1",""
"18544","atad5b",""
"18546","stm",""
"185471","BX323450.1",""
"18548","foxd2","Foxd1"
"18550","si:ch211-197g15.10","Ifi44l"
"185511","si:ch211-197g15.10","Ifi44"
"18552","or118-1",""
"185531","sult2st1","Sult2a2"
"18554","sult2st1","Sult2a1"
"185551","sult2st1","Sult2a5"
"18556","sult2st1","Sult2a4"
"185571","sult2st1","Sult2a3"
"18558","sult2st1","Sult2a6"
"185591","sult2st1","Sult2a7"
"18560","sult2st1","Sult2a8"
"18561","sult2st1","Sult1e1"
"18563","taar20w",""
"185641","BX005438.1",""
"18566","zgc:194443",""
"18568","grsf1",""
"185701","si:dkey-66i24.8",""
"18572","taar20r",""
"185731","si:ch211-284e13.4","Irs3"
"18574","kyat3","Kyat3"
"18575","AL928851.1",""
"18576","trabd2b",""
"18577","or122-2",""
"185781","defbl2",""
"18580","ogfod1","Ogfod1"
"185811","foxd1","Foxd2"
"18582","zgc:136971","Dpp4"
"18583","taar20q",""
"18585","tradv41.0",""
"18588","slc6a22.2",""
"185891","si:dkey-68o6.5",""
"18591","yif1b","Yif1b"
"185921","CT025913.1",""
"18593","BX571811.1",""
"185941","si:ch211-284e13.5",""
"18595","coa8","Apopt1"
"185961","si:ch211-176g6.1",""
"185981","CR855307.1",""
"18600","BX677668.1",""
"18602","tlr20.1",""
"18603","fam107b","Fam107b"
"18605","BX323590.1",""
"18606","CR352292.1",""
"18607","si:dkey-209n16.2",""
"18609","myo15b","Myo15b"
"186101","tlr20.2",""
"18611","si:dkey-234i14.3",""
"18613","si:ch73-27e22.4",""
"186141","col5a2b",""
"186151","BX677668.2",""
"186171","tlr20.3",""
"18620","si:ch211-141e20.2",""
"186211","si:ch1073-145m9.1",""
"186231","commd1","Commd1b"
"18624","taar20p",""
"18626","dgcr8","Gm49776"
"186271","hif1al","Hif3a"
"186281","si:dkey-22o22.2",""
"18629","aldh9a1a.1",""
"186301","ranbp1","Ranbp2"
"18635","CU468915.1",""
"186361","si:ch211-217k17.11",""
"18637","asb11",""
"186381","BX005054.1",""
"18643","si:dkey-86l18.10",""
"186441","si:dkey-93h22.8","Pprc1"
"18645","si:dkey-30j22.1",""
"186481","fbxl8","Fbxl8"
"18649","znf1092",""
"18654","CU929150.3",""
"18655","ftr36",""
"186561","CR381657.1",""
"186591","ftr58",""
"18661","BX324007.1",""
"186631","rasl11a",""
"18664","CR931802.2",""
"18666","or120-1",""
"186691","zgc:113102",""
"18670","si:ch211-209n20.59",""
"186711","si:ch73-27e22.3",""
"186731","CR293498.1",""
"18674","BX537288.2",""
"186751","znf994",""
"18676","CU681845.1",""
"18679","six7",""
"18680","or113-1","Olfr543"
"18681","or113-1","Olfr544"
"18682","or113-1","Olfr545"
"186831","si:ch211-212o1.2",""
"18686","si:ch211-209n20.3",""
"186891","or118-3",""
"18692","coa3b",""
"186931","pla2g4f.1","Pla2g4e"
"18694","pla2g4f.1","Pla2g4b"
"186951","pla2g4f.1","Pla2g4d"
"186961","pla2g4f.1","Gm28042"
"186971","zgc:173577",""
"18704","si:dkey-76b14.2","Dennd1c"
"18706","or113-2","Olfr543"
"187071","or113-2","Olfr544"
"18708","or113-2","Olfr545"
"187091","si:dkey-205h13.2",""
"18711","si:ch1073-22e3.1","Olfr543"
"18712","si:ch1073-22e3.1","Olfr544"
"187131","si:ch1073-22e3.1","Olfr545"
"18714","si:ch211-196h16.12","Rgs21"
"187151","col16a1",""
"18716","BX248331.4",""
"18718","si:dkey-88n24.11",""
"18720","si:ch211-193i15.1",""
"18722","BX530037.2",""
"187241","styx","Gm14698"
"187251","asph",""
"18726","si:ch1073-186o8.3",""
"187271","BX004999.1",""
"187291","si:ch211-217k17.10",""
"18731","trim62.2","Trim62"
"187321","taar20b1",""
"18733","mpzl1l","Mpzl1"
"18735","fbxo30b",""
"187381","CABZ01018874.1","Olfr543"
"18739","CABZ01018874.1","Olfr544"
"18740","CABZ01018874.1","Olfr545"
"18741","lemd3","Lemd3"
"187441","cntnap5b",""
"18745","zgc:113443",""
"187481","calcrla",""
"18749","akap13",""
"187501","si:ch211-131k2.3","Ptges3l"
"187531","rbm39b",""
"187591","hspe1","Hspe1-rs1"
"18761","lrrc8aa","Gm28035"
"18764","si:ch211-217k17.7","Ccdc86"
"18765","CR548622.2",""
"187661","caskb","Cask"
"18767","zgc:86598",""
"18770","ptpdc1a",""
"18775","zgc:158320",""
"187771","FP015823.1",""
"18778","C2H14orf119","1700123O20Rik"
"187791","BX248497.1",""
"18780","si:dkey-66i24.9",""
"187811","ftr53",""
"187821","BX663520.2",""
"18783","atp6v1e1a","Atp6v1e2"
"18785","si:ch73-144d13.7",""
"187861","si:ch211-195b13.6","Xkr8"
"187881","vcpip1","Vcpip1"
"18789","or118-2",""
"187901","lancl1","Lancl1"
"18791","si:ch211-284e13.14",""
"187921","CR377210.1",""
"18795","dll4","Jag2"
"18797","si:dkey-22f5.9","Leap2"
"187981","zgc:110269",""
"187991","CU695223.1",""
"188011","arg2","Arg2"
"18803","si:dkey-97a13.12",""
"18805","pkhd1l1","Pkhd1l1"
"188061","fth1b","Fthl17b"
"18807","fth1b","Fthl17f"
"18809","fth1b","Fthl17e"
"188101","fth1b","Fthl17c"
"18811","fth1b","Fthl17a"
"188121","fth1b","Fthl17d"
"18813","GFOD1","Gfod1"
"18818","zgc:152857",""
"18820","gabrz",""
"188221","si:dkey-150i13.2",""
"188241","mrpl30",""
"18825","si:dkey-5i16.5",""
"188321","drp2","Drp2"
"18835","g6pca.1",""
"188391","BX276102.1",""
"18840","CT573003.1",""
"188441","aopep",""
"18847","BX511079.2",""
"188481","crygs1","Crygs"
"18849","nepro","Nepro"
"18851","birc5b","Nlrc4"
"188521","si:zfos-1069f5.1","Csf1r"
"18854","CR848791.2",""
"188551","nme2a",""
"188561","CU137648.1",""
"18857","fndc7b",""
"18859","pimr141",""
"188601","gria4b","Gria4"
"18862","b4gat1","Gm50388"
"18863","parietopsin",""
"188641","ppiaa",""
"188651","or107-1",""
"188661","tmem265",""
"18870","CT978957.2",""
"18873","si:dkey-207b20.2",""
"18874","BX664750.1",""
"188751","CR383662.8",""
"188771","si:ch211-133n4.6",""
"188781","klhl6",""
"18880","si:ch211-284e13.6",""
"188811","or111-1",""
"188821","cax2",""
"18883","si:dkey-11f4.7",""
"18885","CT978957.1",""
"188861","BX000358.1",""
"18887","or111-3",""
"18888","si:ch73-27e22.6",""
"188891","rap1gap","Rap1gap"
"18890","myh7","Myh6"
"188911","CR383662.3",""
"18892","xkr8.1","Xkr8"
"188931","or111-4",""
"188941","cdc5l","Gm9040"
"18895","cdc5l","Gm9046"
"188961","cdc5l","Gm9049"
"188971","cdc5l","Gm32802"
"188991","cdc5l","Gm9044"
"18900","cdc5l","Gm9048"
"18901","cdc5l","Gm9045"
"189021","cdc5l","Gm32717"
"189051","or111-5",""
"189061","si:ch73-27e22.1",""
"18907","CT033790.2",""
"18909","CR383662.6",""
"189101","si:dkey-56e3.3",""
"18911","cdadc1","Cdadc1"
"189141","or119-2",""
"18915","CR383662.7",""
"189161","bhlhe23",""
"189191","ywhaz","Sfn"
"189201","CR381647.4",""
"18921","si:ch211-279g13.1",""
"18923","si:dkeyp-69e1.8",""
"18925","il15l",""
"18926","cenpi","Cenpi"
"18927","CR407550.1",""
"18930","si:ch73-27e22.2",""
"189311","or111-2",""
"18932","pard3aa",""
"189361","si:ch73-27e22.7",""
"189401","her11","Hes7"
"18941","col6a1","Col6a1"
"18942","cntd2",""
"189431","si:ch211-197g15.6","Ifi44l"
"18944","si:ch211-197g15.6","Ifi44"
"189471","anxa1c","Anxa1"
"18948","AL845428.2",""
"189491","ddx39aa","Ddx39"
"18950","xkr8.2","Xkr8"
"18951","si:ch73-27e22.8",""
"189571","CU915256.1",""
"189591","atg16l2",""
"18960","CR450686.2",""
"18962","si:ch73-144d13.8",""
"18964","CR974475.1",""
"18965","CR381647.3",""
"189661","her5",""
"189681","si:ch211-57m13.3",""
"18970","si:dkey-181m19.11",""
"189711","tnfsf10l3",""
"18972","plekhg2",""
"18973","dnajb6a",""
"189741","si:ch211-194p6.12","Itln1"
"18975","cacng3a",""
"189761","si:ch211-248a14.8",""
"18977","klhl35",""
"189781","si:dkey-163f14.6",""
"18979","si:ch211-210b2.1",""
"18980","si:ch211-213b8.4",""
"189811","pfdn6","Pfdn6"
"18982","bcl10",""
"18985","tex30",""
"189891","akr1a1a","Akr1b7"
"18990","akr1a1a","Akr1b8"
"189911","akr1a1a","Akr1b10"
"18992","akr1a1a","Akr1c19"
"189931","akr1a1a","Akr1c13"
"18994","akr1a1a","Akr1c12"
"189951","akr1a1a","Akr1c6"
"18996","akr1a1a","Akr1cl"
"189971","akr1a1a","Akr1c20"
"18998","akr1a1a","Akr1c18"
"189991","akr1a1a","Akr1c14"
"190001","akr1a1a","Akr1c21"
"190021","col7a1","Mbl2"
"19003","col7a1","Mbl1"
"190041","maats1","Maats1"
"19005","si:ch211-57m13.1",""
"190061","BX663519.1",""
"19008","opn1mw1",""
"19010","rbb4l","Rbbp7"
"190111","CR626887.2",""
"19012","si:ch211-160o17.6",""
"190131","si:ch211-134c9.2",""
"190151","kbtbd7",""
"190191","supt5h","Supt5"
"19020","si:ch211-257p13.3","Kifc2"
"190221","BX511100.2",""
"19023","capn1a","Capn11"
"190241","cert1a","Col4a3bp"
"19027","ecd","Ecd"
"190281","FQ976909.1",""
"19029","si:ch211-25d12.7","Sla2"
"19031","srsf7a",""
"19033","BX901930.3",""
"190341","CR848667.2",""
"190351","CR550307.1",""
"190371","BX901930.2",""
"190421","si:dkey-159n16.2",""
"19043","BX511100.5",""
"190461","zgc:194392","C130074G19Rik"
"19047","BX901930.1",""
"190481","itln3",""
"19049","BX649612.1",""
"19051","si:ch73-60h1.1",""
"19053","cbln1","Cbln1"
"190541","ecm2",""
"19056","nipsnap3a","Nipsnap3b"
"190571","trim35-39",""
"190591","CR628341.1",""
"190611","CABZ01069324.1",""
"19062","ssbp4","Ssbp4"
"190671","zgc:110224","Xndc1"
"19068","zgc:101559",""
"190691","krt222","Krt222"
"190701","adhfe1","Adhfe1"
"19071","zgc:175135",""
"190781","si:dkey-189h5.6",""
"190791","si:dkey-7n6.2",""
"190801","CT990618.1",""
"190821","zgc:163079","Prss28"
"190831","zgc:163079","Prss29"
"19084","zgc:163079","Tpsg1"
"190851","zgc:163079","Tpsb2"
"190861","zgc:163079","Tpsab1"
"190881","pkd1l2b","Pkd2l2"
"190901","pkd1l2b","Pkd1l3"
"19091","pkd1l2b","Pkdrej"
"190921","npat","Npat"
"19095","adh8a",""
"190961","si:ch211-14k19.8","Rtl9"
